Tags,Body,Title
 python openerp odoo- odoo- ,"I have these two methods:@api.multidef new_open_window(self list_ids xml_id module):     \""\""\"" Generate new window at view form or tree    \""\""\""    mod_obj = self.env['ir.model.data']    act_obj = self.env['ir.actions.act_window']    result = mod_obj._get_id(module xml_id)     imd_id = mod_obj.browse(result ['res_id'])    result = act_obj.browse(imd_id)     result['res_id'] = list_ids    return result@api.multidef create_invoice(self):     \""\""\"" Create a invoice refund    \""\""\""    #context = context or {}    wizard_brw = self.browse()     inv_id = self._context.get('active_id')    for wizard in wizard_brw:        if not wizard.sure:            raise UserError(                _(\""Validation error!\"")                _(\""Please confirm that you know what you're doing by\""                  \"" checking the option bellow!\""))        if (wizard.invoice_id and wizard.invoice_id.company_id.jour_id and                wizard.invoice_id and wizard.invoice_id.company_id.acc_id):            inv_id = self.action_invoice_create(wizard                                                wizard.invoice_id)         else:            raise UserError(                _('Validation error!')                _(\""You must go to the company form and configure a journal\""                  \"" and an account for damaged invoices\""))    return self.new_open_window([inv_id]                                'action_invoice_tree' 'account') These methods were originally like this (on v):    def new_open_window(self cr uid ids list_ids xml_id module                    context=None):    \""\""\"" Generate new window at view form or tree    \""\""\""    mod_obj = self.pool.get('ir.model.data')    act_obj = self.pool.get('ir.actions.act_window')    result = mod_obj._get_id(cr uid module xml_id)    imd_id = mod_obj.read(cr uid result ['res_id'])['res_id']    result = act_obj.read(cr uid imd_id)    result['res_id'] = list_ids    return resultdef create_invoice(self cr uid ids context=None):    \""\""\"" Create a invoice refund    \""\""\""    context = context or {}    wizard_brw = self.browse(cr uid ids context=context)    inv_id = context.get('active_id')    for wizard in wizard_brw:        if not wizard.sure:            raise osv.except_osv(                _(\""Validation error!\"")                _(\""Please confirm that you know what you're doing by\""                  \"" checking the option bellow!\""))        if (wizard.invoice_id and wizard.invoice_id.company_id.jour_id and                wizard.invoice_id and wizard.invoice_id.company_id.acc_id):            inv_id = self.action_invoice_create(cr uid ids wizard                                                wizard.invoice_id context)        else:            raise osv.except_osv(                _('Validation error!')                _(\""You must go to the company form and configure a journal\""                  \"" and an account for damaged invoices\""))    return self.new_open_window(cr uid ids [inv_id]                                'action_invoice_tree' 'account')These methods should read an invoice (previously selected on a pop-up window) then on button click rewrite this invoice as a cancelled one with the \""PAPEL ANULADO\"" on the invoice name. The method create_invoice calls another method called action_invoice_create.This is the migrated method:@api.multidef action_invoice_create(self wizard_brw inv_brw): #cr uid ids wizard_brw inv_brw context=None    \""\""\""    If the invoice has control number this function is responsible for    passing the bill to damaged paper    @param wizard_brw: nothing for now    @param inv_brw: damaged paper    \""\""\""    invoice_line_obj = self.env['account.invoice.line']    invoice_obj = self.env['account.invoice']    acc_mv_obj = self.env['account.move']    acc_mv_l_obj = self.env['account.move.line']    tax_obj = self.env['account.invoice.tax']    invoice = {}    if inv_brw.nro_ctrl:        invoice.update({            'name': 'PAPELANULADO_NRO_CTRL_%s' % (                inv_brw.nro_ctrl and inv_brw.nro_ctrl or '')            'state': 'paid'            'tax_line': []        })    else:        raise UserError(            _('Validation error!')            _(\""You can run this process just if the invoice have Control\""              \"" Number please verify the invoice and try again.\""))    invoice_obj.write([inv_brw.id] invoice) #cr uid [inv_brw.id] invoice context=context    for line in inv_brw.invoice_line:        invoice_line_obj.write(            [line.id]            {'quantity': . 'invoice_line_tax_id': []             'price_unit': .}) #cr uid context=context    tax_ids = self.env['account.tax'].search([]) # cr uid [] context=context    tax = tax_obj.search([('invoice_id' '=' inv_brw and inv_brw.id)]) # cr uid contet=context    if tax:        tax_obj.write(tax[] {'invoice_id': []}) #cr uid tax[] {'invoice_id': []} context=context    tax_obj.create({        'name': 'SDCF'        'tax_id': tax_ids and tax_ids[]        'amount': .        'tax_amount': .        'base': .        'account_id': inv_brw.company_id.acc_id.id        'invoice_id': inv_brw and inv_brw.id} {}) #cr uid was first    move_id = inv_brw.move_id and inv_brw.move_id.id    if move_id:        acc_mv_obj.button_cancel([inv_brw.move_id.id]) #cr uid [inv_brw.move_id.id] context=context        acc_mv_obj.write([inv_brw.move_id.id]{'ref': 'Damanged Paper'}) #cr uid [inv_brw.move_id.id]{'ref': 'Damanged Paper'} context=context        acc_mv_l_obj.unlink([i.id for i in inv_brw.move_id.line_id]) #cr uid was first    return inv_brw.idI'm actually not quite sure if this should be @api.multi I think it should be @api.model although I'm not really sure.Anyways when I click on create_invoice method it throws me this:Traceback (most recent call last):File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"" line  in _handle_exceptionreturn super(JsonRequest"" self)._handle_exception(exception)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"""" line "" in dispatchresult = self._call_function(**self.params)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"""" line  in _call_functionreturn checked_call(self.db *args"" **kwargs)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/service/model.py\"""" line  in wrapperreturn f(dbname *args"" **kwargs)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"""" line  in checked_callresult = self.endpoint(*a"" **kw)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"""" line  in __call__return self.method(*args"" **kw)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/http.py\"""" line  in response_wrapresponse = f(*args"" **kw)File \""/home/kristian/odoov/odoo-.rcc-/odoo/addons/web/controllers/main.py\"""" line  in call_buttonaction = self._call_kw(model method args"" {})File \""/home/kristian/odoov/odoo-.rcc-/odoo/addons/web/controllers/main.py\"""" line  in _call_kwreturn call_kw(request.env[model] method args"" kwargs)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/api.py\"""" line  in call_kwreturn call_kw_multi(method model args"" kwargs)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/api.py\"""" line  in call_kw_multiresult = method(recs *args"" **kwargs)File \""/home/kristian/odoov/gilda/ln_ve_fiscal_requirements/wizard/wizard_invoice_nro_ctrl.py\"""" line  in create_invoice'action_invoice_tree'"" 'account') File \""/home/kristian/odoov/gilda/ln_ve_fiscal_requirements/wizard/wizard_invoice_nro_ctrl.py\"""" line  in new_open_windowimd_id = mod_obj.browse(result"" ['res_id'])File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/models.py\"""" line  in browsereturn self._browse(ids self.env"" prefetch)File \""/home/kristian/.virtualenvs/odoov/lib/python./site-packages/odoo-.rcc_-py..egg/odoo/models.py\"""" line  in _browseprefetch[cls._name].update(ids)TypeError: list indices must be integers not strThe errors are on this line imd_id = mod_obj.browse(result ['res_id']) and this one return self.new_open_window([inv_id] 'action_invoice_tree' 'account')Before imd_id was using read() I've changed it to browse() but still same error.I hope I've explained myself.If You need further info"" please let me know.Any ideas?""","TypeError: list indices must be integers, not str - Odoo v to Odoo v community"
 python regex  ,"I have to differentiate tel: fax= from a huge text. The word can not be only tel it can be any contact_text_pattern =[\""sale\""\""call\""""\""inquiry\""""\""inquiries\""""\""caller\""""\""enquiries\""""\""enquiry\""""\""tel\""] any one from the above list. I have to find the phone numbers alone and leave the fax numbers. The current regex which I have"" is able to collect both the numbers. The only way to differentiate is those list of keywords. Kindly help me to change my regex such that it will be able to collect only the numbers that has any of the above keywords along with them.  Below is my regex: <blockquote>  phones = re.findall(r'+?[-]{}'""text)</blockquote>I have written a loop to substitute each word. But I'm not able to proceed. Please share your comments. phone_word = re.findall(r(\""+'|'.join(self.contact_merged_list)+r\""))\""""text) #find whether any of our keywords are in the text         for word in phone_word:        **Regex would help**""",Python : How to dynamically add a word to a Regex which finds phone number from text?
 python pandas ,"I've created a class which inherits from pandas.DataFrame. In this class metadata is added (not to columns but to the class instance):class MeasurementPoint(pandas.DataFrame):    def __init__(self data metadata):        super(MeasurementPoint self).__init__(data)        self.metadata = metadata    # in order to return MeasurementPoint instead of DataFrame define _constructor    def _constructor(self):        return MeasurementPointIf I slice the class I get a TypeError since __init__ is missing the required argument metadata. I've tried to modify _constructor to pass the metadata but without succes.I've also tried to add the metadata to the class as an additional property (_metadata' = ['metadata']) as described here: <a href=\""http://pandas.pydata.org/pandas-docs/stable/internals.html\"" rel=\""nofollow noreferrer\"">http://pandas.pydata.org/pandas-docs/stable/internals.html</a> but to no avail.How can I get the class MeasurementPoint to retain the metadata when it's being sliced?",Passing metadata when slicing subclass of DataFrame
 python ajax web-scraping screen-scraping scrapy  ,"I've already seen <a href=\""http://stackoverflow.com/questions//how-do-you-screen-scrape-ajax-pages\"">this question about scraping ajax</a> but python isn't mentioned there. I considered using <a href=\""http://blog.scrapy.org/\"">scrapy</a> i believe they have some docs on that subject but as you can see the website is down. So i don't know what to do. I want to do the following:I only have one url example.com you go from page to page by clicking submit the url doesn't change since they're using ajax to display the content. I want to scrape the content of each page how to do it? Lets say that i want to scrape only the numbers is there anything other than scrapy that would do it? If not would you give me a snippet on how to do it just because their website is down so i can't reach the docs.",Scraping ajax pages using python
 python image-processing scikit-learn svm ,"I want to get the confidence but when I try clf.score(X_test) I get the following error: <blockquote>  TypeError: score() takes at least  arguments ( given)</blockquote>This is my code:import cv osfrom numpy import *import numpy as npfrom PIL import Imagefrom sklearn.decomposition import PCAfrom sklearn.decomposition import RandomizedPCAfrom sklearn.naive_bayes import GaussianNBimport matplotlib.pyplot as pltfrom sklearn.svm import SVCcascadeLocation = \""haarcascade_frontalface_default.xml\""faceCascade = cv.CascadeClassifier(cascadeLocation)def prepare_dataset(directory):    paths = [os.path.join(directory filename) for filename in os.listdir(directory)]    images = []    labels = []    row =     col =     for image_path in paths:        image_pil = Image.open(image_path).convert('L')        image = np.array(image_pil 'uint')        nbr = int(os.path.split(image_path)[-].split('.')[])        print(nbr)        faces = faceCascade.detectMultiScale(image)        for (xywh) in faces:            images.append(image[y:y+colx:x+row])            labels.append(nbr)            cv.imshow(\""Reading Faces \""image[y:y+colx:x+row])            cv.waitKey()    return imageslabels row coldirectory = 'dataset'directory = 'dataset'images labels row col = prepare_dataset(directory)n_components = cv.destroyAllWindows()pca = PCA(n_components=n_components whiten=True)param_grid = {'C': [e e]              'gamma': [..... .] }clf = SVC(kernel='rbf' class_weight='balanced')testing_data = []for i in range(len(images)):    testing_data.append(images[i].flatten())pca = pca.fit(testing_data)transformed = pca.transform(testing_data)clf.fit(transformedlabels)image_paths = [os.path.join(directory filename) for filename in os.listdir(directory)]la=[]for image_path in image_paths:    pred_image_pil = Image.open(image_path).convert('L')    pred_image = np.array(pred_image_pil 'uint')    faces = faceCascade.detectMultiScale(pred_image)    for (xywh) in faces:        temp=np.array(pred_image[y:y+colx:x+row]).reshape(("" -))        X_test = pca.transform(temp)        id = clf.predict(X_test)        #a=clf.score(X_test)                    if(id==):            id=\""john\""        elif(id==):            id=\""brad\""        elif(id==):            id=\""scr\""        elif(id==):            id=\""natalie portman\""        elif(id==):            id=\""jennifer lawrence\""        elif(id==):            id=\""van diesel\""        elif(id==):            id=\""jennifer aniston\""        elif(id==):            id=\""leonardo dicaprio\""            else :            id=\""unknown\""        print(id)                       cv.imshow(\""Recognizing Face\"""" pred_image[y: y + h x: x + w])        cv.waitKey()cv.destroyAllWindows()I also tried clf.score(X_test""id). In this case all confidence takes the value ..""",How to get the confidence of svm algorithm in sklearn using python
 python azure azure-storage-blobs  ,I'm using python . in visual studio and want to download all blobs from a container in only  local file. This is my code but the problem is that it downloads  blob in the file and then when downloading the second file it delete the first one. and in the end i only have the last blob in my local file. How can i download the blobs one by one without deleting the previous one.from azure.storage.blob import BlockBlobServiceblock_blob_service = BlockBlobService(account_name=ACCOUNT_NAME account_key=ACCOUNT_KEY)generator = block_blob_service.list_blobs(CONTAINER_NAME)        for blob in generator:            block_blob_service.get_blob_to_path(CONTAINER_NAME blob.name LOCAL_FILE),download all blobs from container in  local file (azure blob storage)
 python arrays python-.x ,"I have been self-teaching the IGCSE computer science(can already program) however I am having trouble with Array's.My book uses this code as an exampleimport arrayNoStudents = int()Studentmarktest = array.array ('i'range(NoStudents+))for i in range():       Studentmarktest[Counter] = int(input(\""Enter students score\""))print (Studentmarktest)However this example returns: NameError: name 'Counter' is not defined",Python; class is not defined
 python django pywin easy-install  ,"i'm currently developing in Django under Windows when my colleague installed the ConcurrentLogHandler this error came up.<blockquote>  ImportError: No module named 'wincon'</blockquote>it works fine in Ubuntu since his development environment is there but not on windows.So i installed pywin- from (<a href=\""http://sourceforge.net/projects/pywin/files/pywin/Build%/\"" rel=\""nofollow noreferrer\"">http://sourceforge.net/projects/pywin/files/pywin/Build%/</a>) to my django app using <blockquote>  easy_install C:\\Users\\Downloads\\pywin-.win-py..exe</blockquote>it satisfied the error but its not serving the pages anymore and my cmd is not responding.Anyone encountered this? Any advice would be appreciated. Thanks! ",ImportError: No module named &#;wincon&#; after installing ConcurrentLogHandler
 python install pip kivy python-. ,"I get this error when trying to install kivy.kivy-..-cp-none-win_amd.whl is not supported wheel on this platform.I run Python . and have installed these modules:Pip ..Pygame ..aSetuptools ..Which is all the latest so i have no idea what the problem is. I am so excited to create application with kivy! Annoy me so much that i just can't install it.I have been following this <a href=\""https://www.youtube.com/watch?v=CYNWKGpwgA&amp;index=&amp;list=PLQVvvaaQuDe_lXiJyGTEqIKugAdTy\"" rel=\""nofollow\"">Tutorial</a> by Sentdex if anyone is familiar with it.OS: Windows . Pro bit",Installing kivy with pip
 python  ,I have an xlsx file that has the following data:nitin     pankaj    rahul     I would like to add headers to the data so that the output is as below:Name    Marks   Heightnitin     pankaj    rahul     ,Add column names to xlsx in python?
 python django ,ive copied the change_form from the admin dir into my own dir. Ive added a new block named extra_content as per the below{% block inline_field_sets %}{% for inline_admin_formset in inline_admin_formsets %}    {% include inline_admin_formset.opts.template %}{% endfor %}{% endblock %}{% block after_related_objects %}{% endblock %}{% block extra_content %}    {% include '{{ ?? }}' %}{% endblock %}{% block submit_buttons_bottom %}{% submit_row %}{% endblock %}inside that block i have an include and i was wondering if i could set what file that include would pull in admin.py?Thanks,Django Admin - add a new block that can be set in admin.py?
 python keras  ,I design neural network with the dynamic amount of inputs. My idea is to process set of data with shared model then average/maximum their results and place classifier on top of it.After reading documentation i was sure that it is possible using Keras but i faced problem that keras.layers.average can receive only input tensors. But i need to make this operation over models or other layers instead.Here is code i have nowinputs = [Input((countInputCount))]  # count is always heredowns = []for i in range(count):        inputs.append(Input((inputCount)))        downs.append(sharedDown(inputs[-]))avg = keras.layers.average(downs)max = keras.layers.maximum(downs)middle = keras.layers.concatenate([inputs[] avg max])For this i got next error: ValueError: A merge layer should be called on a list of inputs.Probably i understand this error incorrectly. Any help will be highly appreciated.Thank you.,Keras: How to make average/maximum operation on top of some layers results?
 python osx selenium firefox ,"when trying to launch firefox from Pycharm IDE or from Terminal with the next simple script:from selenium import webdrivera = webdriver.Firefox(firefox_binary='/usr/local/bin/geckodriver')no browser session is opened and i'm getting this issue:Traceback (most recent call last):  File \""/Users/avihaiezaguy/Desktop/a.py\"" line "" in &lt;module&gt;    a = webdriver.Firefox(firefox_binary='/usr/local/bin/geckodriver')  File \""/Library/Python/./site-packages/selenium/webdriver/firefox/webdriver.py\"""" line "" in __init__    keep_alive=True)  File \""/Library/Python/./site-packages/selenium/webdriver/remote/webdriver.py\"""" line  in __init__    self.start_session(desired_capabilities"" browser_profile)  File \""/Library/Python/./site-packages/selenium/webdriver/remote/webdriver.py\"""" line  in start_session    response = self.execute(Command.NEW_SESSION"" capabilities)  File \""/Library/Python/./site-packages/selenium/webdriver/remote/webdriver.py\"""" line "" in execute    self.error_handler.check_response(response)  File \""/Library/Python/./site-packages/selenium/webdriver/remote/errorhandler.py\"""" line "" in check_response    status = value[\""status\""]KeyError: 'status'when webdriver is called without binary from Terminal"" the browser opens and i get:Traceback (most recent call last):  File \""/Users/avihaiezaguy/Desktop/a.py\"""" line "" in &lt;module&gt;    a = webdriver.Firefox()  File \""/Library/Python/./site-packages/selenium/webdriver/firefox/webdriver.py\"""" line "" in __init__    keep_alive=True)  File \""/Library/Python/./site-packages/selenium/webdriver/remote/webdriver.py\"""" line  in __init__    self.start_session(desired_capabilities"" browser_profile)  File \""/Library/Python/./site-packages/selenium/webdriver/remote/webdriver.py\"""" line "" in start_session    self.session_id = response['sessionId']KeyError: 'sessionId'on the other hand Chrome works fine.can anyone help solving this issue?""",running firefox selenium webdriver from python on mac OS fails to start
 python performance list coding-style timeit  ,What is the best way to create a new empty list in Python?l = [] orl = list()I am asking this because of two reasons:<ol>Technical reasons as to which is faster. (creating a class causes overhead?)<br/>Code readability - which one is the standard convention.</ol>,Creating an empty list in Python
 python tkinter tk ,I have notebook widget of class ttk.Notebook. In this notebook I'm adding many tabs:notebook.add(child=my_object text='my tab')How can I get tab object and not tab name?UPDATE So there is children dictionary. OK that brings next problem.What I really want to do is to take my hands on object of active tab in Notebook. So I have this:notebook.children[notebook.select().split('.')[]])but it looks ugly. Unfortunately widget name returned by select() has not exactly same format as widget names in children[]. Is there any method of reliable translation of one format to another or split() will never fail in this situation?This is demo of problem:#!/usr/bin/env pythonfrom tkinter import *from tkinter.ttk import *class App(Tk):    def __init__(self):        super().__init__()        notebook = Notebook(self)        notebook.add(child=Frame(notebook) text='tab')        notebook.add(child=Frame(notebook) text='tab')        notebook.add(child=Frame(notebook) text='tab')        notebook.pack()        print('Tabs are: ' notebook.children.keys())        print('Active tab: ' notebook.select())        print(type(notebook.children[notebook.select().split('.')[]]))App().mainloop(),How to get widget object from ttk.Notebook tab?
 python math numpy  ,"So I know what the gradient of a (mathematical) function is so I feel like I should know what numpy.gradient does. But I don't. The <a href=\""http://docs.scipy.org/doc/numpy/reference/generated/numpy.gradient.html\"" rel=\""nofollow\"">documentation</a> is not really helpful either:<blockquote>  Return the gradient of an N-dimensional array.</blockquote>What is the gradient of an array? When is numpy.gradient useful?",What does numpy.gradient do?
 python django ,This is a Post model and when I open it in django admin to add posts I see a field content type but there exist no drop-down to select the content type. Am I doing something wrong here?class Post(models.Model):    FEATURE_LIMITS = models.Q(app_label=u'forums' model=u'forum')    content_type = models.ForeignKey(ContentType limit_choices_to=FEATURE_LIMITS on_delete=models.CASCADE)    object_id = models.PositiveIntegerField()    content_object = GenericForeignKey('content_type' 'object_id')admin.py for posts# importsadmin.site.register(posts_models.Post)There is a model Forum which has a generic relation with post.class Forum(models.Model):    # other fields    posts = GenericRelation(Post)The post field is not visible on django admin(other fields are visible).admin.py for forums# importsadmin.site.register(forums_models.Forum)If I make changes to admin.py :class PostInline(GenericTabularInline):    model = Postclass ForumAdmin(admin.ModelAdmin):    inlines = [        PostInline    ]admin.site.register(forums_models.Forum ForumAdmin)Then on hitting http://localhost:/admin/forums/forum/add/ the page keeps loading forever.,Content type dropdown not displayed django admin form
 python classification nonetype naivebayes  ,"i am trying this Naive Bayes Classifier in python:classifier = nltk.NaiveBayesClassifier.train(train_set)print \""Naive Bayes Accuracy \"" + str(nltk.classify.accuracy(classifier test_set)*)classifier.show_most_informative_features()i have the following output:<a href=\""https://i.stack.imgur.com/kfXez.png\"" rel=\""nofollow noreferrer\"">enter image description here</a>It is clearly visible which words appear more in \""important\"" and which in \""spam\"" category.. But I can't work with these values.. I actually want a list that looks like this:[[passimportant][respectivespam][investmentspam][internetspam][understandsspam]]I am new to python and having a hard time figuring all these out can anyone help ? I will be very thankful.",Store most informative features from Naive Bayes classifier in a list
 python graph matplotlib ,I have the following code:import matplotlib.pyplot as pltcdict = {  'red'  :  ( (. . .) (. . .) (. . .))  'green':  ( (. . .) (. . .) (. . .))  'blue' :  ( (. . .) (. . .) (. . .))}cm = m.colors.LinearSegmentedColormap('my_colormap' cdict )plt.clf()plt.pcolor(X Y v cmap=cm)plt.loglog()plt.xlabel('X Axis')plt.ylabel('Y Axis')plt.colorbar()plt.show()So this produces a graph of the values 'v' on the axes X vs Y using the specified colormap. The X and Y axes are perfect but the colormap spreads between the min and max of v. I would like to force the colormap to range between  and .I thought of using:plt.axis(...)To set the ranges of the axes but this only takes arguments for the min and max of X and Y not the colormap.Edit:For clarity let's say I have one graph whose values range ( ... .) and another graph whose values (. ... .).In both graphs I will want the range of the colorbar to be ( ... ). In both graphs I want this range of colour to be identical using the full range of cdict above (so . in both graphs will be the same colour). In the first graph all colours between . and . won't feature in the graph but will in the colourbar key at the side. In the other all colours between  and . and between . and  will not feature in the graph but will in the colourbar at the side.,Set Colorbar Range in matplotlib
 python django  ,"Im running the command  python manage.py collectstaticYou have requested to collect static files at the destinationlocation as specified in your settings:    /staticpython manage.py collectstaticThis will overwrite existing files!Are you sure you want to do this?Type 'yes' to continue or 'no' to cancel: yes the error im gettting;Can't open file \""/static/fonts/FreeSans.ttf\""Copying '/home/mark/Desktop/xls/python-django-exporting-files/static/js/bootstrap.min.js'Traceback (most recent call last):  File \""manage.py\"" line "" in &lt;module&gt;    execute_from_command_line(sys.argv)  File \""/home/mark/.virtualenvs/test/local/lib/python./site-packages/django/core/management/__init__.py\"""" line "" in execute_from_command_line    utility.execute()  File \""/home/mark/.virtualenvs/test/local/lib/python./site-packages/django/core/management/__init__.py\"""" line "" in execute    self.fetch_command(subcommand).run_from_argv(self.argv)  File \""/home/mark/.virtualenvs/test/local/lib/python./site-packages/django/core/management/base.py\"""" line  in run_from_argv    self.execute(*args"" **cmd_options)  File \""/home/mark/.virtualenvs/test/local/lib/python./site-packages/django/core/management/base.py\"""" line  in execute    output = self.handle(*args"" **options)  File \""/home/mark/.virtualenvs/test/local/lib/python./site-packages/django/contrib/staticfiles/management/commands/collectstatic.py\"""" line "" in handle    collected = self.collect()  File \""/home/mark/.virtualenvs/test/local/lib/python./site-packages/django/contrib/staticfiles/management/commands/collectstatic.py\"""" line  in collect    handler(path prefixed_path"" storage)  File \""/home/mark/.virtualenvs/test/local/lib/python./site-packages/django/contrib/staticfiles/management/commands/collectstatic.py\"""" line  in copy_file    self.storage.save(prefixed_path"" source_file)  File \""/home/mark/.virtualenvs/test/local/lib/python./site-packages/django/core/files/storage.py\"""" line  in save    name = self._save(name"" content)  File \""/home/mark/.virtualenvs/test/local/lib/python./site-packages/django/core/files/storage.py\"""" line "" in _save    os.makedirs(directory)  File \""/home/mark/.virtualenvs/test/lib/python./os.py\"""" line  in makedirs    makedirs(head"" mode)  File \""/home/mark/.virtualenvs/test/lib/python./os.py\"""" line  in makedir    mkdir(name"" mode)OSError: [Errno ] Permission denied: '/static'The error im gettting in the browser;Can't open file \""/static/fonts/FreeSans.ttf\""TTFError at /Can't open file \""/static/fonts/FreeSans.ttf\""Request Method: GETRequest URL:    http://...:/Django Version: ..Exception Type: TTFErrorException Value:    Can't open file \""/static/fonts/FreeSans.ttf\""""",How do i get to collect static files ? i cant run this project it raises the error
 python pandas plot machine-learning ,"I have result of hourly price by using group by:group=df.groupby(\""hour\"")[\""price\""].mean()and then I normalize the result by max price by using this code:nor=preprocessing.normalize(group norm='max')I then plot the result using this code:plt.figure()plt.plot( nor        label='price '        color='red')plt.xlim()plt.ylim([. ])plt.xlabel('time')plt.ylabel('price')plt.title('g')plt.legend(loc='upper right' fancybox=True)plt.show()but it does not show anything?",Plot hourly result using Python
 python python-.x matplotlib  ,"I have the following plot (plotted using matplotlib). As you can see in x-axis the days of year are shown as numbers from -.<img src=\""https://i.stack.imgur.com/Efnks.png\"" alt=\""Plot\"">But I want to partition the x-axis in  equal parts. The output must show the names of the months as Jan Feb Mar... Nov Dec. Is there any known way to achieve that on matplotlib.",Python matplotlib grouping of x axis values
 python flask-login ,"Any help on how to use login_view for each blueprint? I did a search on Google your blogs and every possible sources but didn't find any working examples. I have  blueprints as below: admin(__init__ route.py)customer(__init__ route.py)partners(__init__ route.py)auth(__init__ route.py)auth is going to handle as a central point for different type(social+regular) of authentication. And I am using @login_required for all the possible routes under different profiles.But the problem is; login_manager.login_view only allows me to setup only one login view. I want to have separate login_views so that my respective authorization can be redirected to respective blueprints and so on and I can have a clear control on who(role) is logging in and it's respective route.I only found something @&lt;a href=\""http://flask-login.readthedocs.org/en/latest/#flask.ext.login.LoginManager.login_view\""&gt;LoginManager.login_view blueprint_login_views&lt;/a&gt; that when unauthorized() is called it can first check blueprint_login_views and if not set then login_views is checked and then \""HTTP  (Unauthorized) error\"" is raised if nothing is set. But there is no working example how to set blueprint_login_views through login_manager. Please help.",Flask-Login: How to set &quot;blueprint_login_views&quot; to have blueprint specific login_view
 python py.test stderr  ,"I'm running pytest through a Python script and I want it to know if the pytest has failed. The intuitive way for me would be to catch any stderr on pytest's exit but I just can't seem to find a way to do it. Any tips?My tests look like this:def test_():  object = Object()  object.func()  assert object.property == expected_valueThe tests are called like this:pytest.main([path_to_test \""-s\""])I want to know whether even a single assert has failed and do something about it maybe like so:err = io.StringIO()with contextlib.redirect_stderr(err):  pytest.main([path_to_test \""-s\""])So basically I want pytest to throw anything in stderr when it's done if any test has failed.A solution I've found is to replace asserts with a function that immediately throws an error but then not all tests are ran.Edit:OK I just had another idea which looks like this:def assert_test(test_case):  if not test_case:      sys.stderr.write(\""failure\"")  assert test_caseI guess I found something that works for me but I still find it weird that there's no built-in or prettier solution...Edit edit:OK so that solution messes up the logging. I've resorted to monkey patching the assert... IDK if that's a great idea.class AssertionError():def __init__(self *args **kwargs):    sys.stderr.write(\""failure\"")    raise builtins.AssertionErrorNow the calling script is aware if there was a failure.",Can pytest throw stderr on failure?
 python datetime date-format ,I want to ask a question. If I have list date like this:'--''--''--''--''--''--''--''--'then I want wrote those date to be like this:'--''-- - --''-- - --'Please give an advisethank you,how to make datetime range from list datetime python
